id;title;gps_position
15411;Potager 15411;45.078991,5.886984
15412;Potager 15412;45.794824,6.173709
15413;Potager 15413;44.886182,3.560556
15414;Potager 15414;44.604893,5.359159
15415;Potager 15415;46.036963,5.549234
15416;Potager 15416;45.809592,6.174228
15417;Potager 15417;45.995702,3.220789
15418;Potager 15418;46.895451,4.335521
15419;Potager 15419;46.621763,3.602733
15420;Potager 15420;45.03155,5.351213
15421;Potager 15421;46.916492,5.090697
15422;Potager 15422;45.470097,5.239067
15423;Potager 15423;45.473111,5.321124
15424;Potager 15424;46.649407,4.538753
15425;Potager 15425;44.639902,4.888069
15426;Potager 15426;46.208372,5.060976
15427;Potager 15427;45.441,4.770875
15428;Potager 15428;46.165035,4.146204
15429;Potager 15429;45.112355,3.968759
15430;Potager 15430;45.435834,3.993955
15431;Potager 15431;45.821916,3.614447
15432;Potager 15432;46.009594,2.945459
15433;Potager 15433;45.340453,4.478745
15434;Potager 15434;44.87121,4.965424
15435;Potager 15435;45.884542,5.124849
15436;Potager 15436;45.114205,3.881844
15437;Potager 15437;45.488686,4.378077
15438;Potager 15438;44.810239,5.963853
15439;Potager 15439;45.938266,3.52392
15440;Potager 15440;45.083345,6.102012
15441;Potager 15441;45.05831,4.330303
15442;Potager 15442;45.328584,5.053388
15443;Potager 15443;45.724582,5.70571
15444;Potager 15444;45.732838,5.429415
15445;Potager 15445;45.473185,4.619337
15446;Potager 15446;46.191798,4.024202
15447;Potager 15447;46.272196,4.127348
15448;Potager 15448;45.075113,3.463695
15449;Potager 15449;45.236225,5.05237
15450;Potager 15450;46.298053,5.897024
15451;Potager 15451;45.873887,3.183235
15452;Potager 15452;46.059424,5.368022
15453;Potager 15453;45.48559,4.320054
15454;Potager 15454;45.620534,6.124698
15455;Potager 15455;44.999098,3.900372
15456;Potager 15456;45.793132,5.140573
15457;Potager 15457;46.264694,4.587982
15458;Potager 15458;45.450817,6.516471
15459;Potager 15459;45.44302,3.272455
15460;Potager 15460;46.636024,4.431408
15461;Potager 15461;45.40749,5.19258
15462;Potager 15462;45.700328,4.725761
15463;Potager 15463;46.596067,5.992018
15464;Potager 15464;45.651429,5.914355
15465;Potager 15465;46.738669,5.69209
15466;Potager 15466;45.948324,4.144724
15467;Potager 15467;44.948671,3.33968
15468;Potager 15468;45.217755,6.452172
15469;Potager 15469;47.015931,4.920975
15470;Potager 15470;44.918609,5.907267
15471;Potager 15471;45.416114,5.773874
15472;Potager 15472;46.780602,4.797144
15473;Potager 15473;46.596859,4.800816
15474;Potager 15474;46.332842,5.225453
15475;Potager 15475;44.821754,4.19473
15476;Potager 15476;45.984207,4.257078
15477;Potager 15477;45.798133,3.10635
15478;Potager 15478;45.901206,6.30889
15479;Potager 15479;46.034538,5.877758
15480;Potager 15480;46.39305,4.386093
15481;Potager 15481;46.768775,4.021384
15482;Potager 15482;45.329058,5.180168
15483;Potager 15483;45.563813,4.274445
15484;Potager 15484;46.829975,3.981874
15485;Potager 15485;46.277002,6.552529
15486;Potager 15486;45.332987,4.502023
15487;Potager 15487;46.258301,3.835747
15488;Potager 15488;44.742577,4.7457
15489;Potager 15489;46.763316,6.121397
15490;Potager 15490;45.6221,3.61659
15491;Potager 15491;45.089562,6.207355
15492;Potager 15492;46.210395,5.511167
15493;Potager 15493;44.940373,4.861792
15494;Potager 15494;45.021117,4.090762
15495;Potager 15495;45.075391,5.909324
15496;Potager 15496;44.621549,3.837915
15497;Potager 15497;46.468372,3.924143
15498;Potager 15498;44.869568,5.192925
15499;Potager 15499;45.987765,5.96684
15500;Potager 15500;46.250338,4.91247
15501;Potager 15501;44.423543,4.633991
15502;Potager 15502;45.49527,6.03301
15503;Potager 15503;45.316338,3.391477
15504;Potager 15504;45.362327,5.160197
15505;Potager 15505;45.520382,6.511245
15506;Potager 15506;46.893718,4.350082
15507;Potager 15507;44.745027,4.819105
15508;Potager 15508;45.872147,6.33494
15509;Potager 15509;46.727009,5.000016
15510;Potager 15510;45.43424,4.93009
15511;Potager 15511;46.949652,4.598399
15512;Potager 15512;46.472795,6.244495
15513;Potager 15513;45.525693,4.215616
15514;Potager 15514;45.631875,5.923083
15515;Potager 15515;46.131364,4.880564
15516;Potager 15516;45.06891,6.181859
15517;Potager 15517;46.712483,4.445478
15518;Potager 15518;46.067718,6.504065
15519;Potager 15519;45.441816,3.815895
15520;Potager 15520;46.375637,5.155142
15521;Potager 15521;45.834281,4.616729
15522;Potager 15522;45.221663,3.330804
15523;Potager 15523;45.984803,5.028459
15524;Potager 15524;45.368695,3.876698
15525;Potager 15525;46.111682,4.676976
15526;Potager 15526;46.819824,4.087989
15527;Potager 15527;45.732334,5.104291
15528;Potager 15528;46.522482,3.419269
15529;Potager 15529;45.790483,5.227772
15530;Potager 15530;46.278426,3.817336
15531;Potager 15531;46.44064,3.179033
15532;Potager 15532;45.259241,5.903592
15533;Potager 15533;45.677277,6.526477
15534;Potager 15534;44.483092,5.417254
15535;Potager 15535;45.979296,3.719591
15536;Potager 15536;45.60009,3.282576
15537;Potager 15537;45.974981,3.964194
15538;Potager 15538;46.324507,3.736009
15539;Potager 15539;44.790388,4.162243
15540;Potager 15540;44.921501,4.763835
15541;Potager 15541;45.815939,4.206879
15542;Potager 15542;45.739383,3.780739
15543;Potager 15543;45.202096,4.738216
15544;Potager 15544;45.962307,5.161499
15545;Potager 15545;44.756126,4.68205
15546;Potager 15546;46.065208,6.56123
15547;Potager 15547;45.365585,6.011606
15548;Potager 15548;46.273207,4.835037
15549;Potager 15549;46.268648,4.560636
15550;Potager 15550;45.565957,3.32013
15551;Potager 15551;44.477623,5.029231
15552;Potager 15552;45.788542,3.568837
15553;Potager 15553;45.60105,5.968896
15554;Potager 15554;46.196945,5.942492
15555;Potager 15555;44.550659,4.530602
15556;Potager 15556;45.527785,5.881808
15557;Potager 15557;46.154896,4.901528
15558;Potager 15558;46.191951,5.668298
15559;Potager 15559;44.82482,4.805311
15560;Potager 15560;45.09026,5.469699
15561;Potager 15561;46.075999,3.990639
15562;Potager 15562;45.636981,3.949866
15563;Potager 15563;46.614503,6.276532
15564;Potager 15564;46.033934,5.040474
15565;Potager 15565;45.213731,3.819525
15566;Potager 15566;45.467283,3.44006
15567;Potager 15567;46.079962,5.381559
15568;Potager 15568;46.641452,4.625213
15569;Potager 15569;46.575253,4.063407
15570;Potager 15570;45.215182,5.27868
15571;Potager 15571;46.530456,3.741717
15572;Potager 15572;45.94854,5.498937
15573;Potager 15573;46.36021,4.367932
15574;Potager 15574;46.270038,4.312725
15575;Potager 15575;44.543666,4.108946
15576;Potager 15576;45.41638,6.027048
15577;Potager 15577;45.214698,6.602315
15578;Potager 15578;44.6433,3.986274
15579;Potager 15579;45.585997,4.576831
15580;Potager 15580;44.671377,4.732703
15581;Potager 15581;45.284291,4.618727
15582;Potager 15582;46.384519,4.09083
15583;Potager 15583;46.422067,3.658479
15584;Potager 15584;46.786409,4.997299
15585;Potager 15585;45.113233,3.525313
15586;Potager 15586;45.736198,3.73481
15587;Potager 15587;46.380336,4.0612
15588;Potager 15588;46.380452,6.437677
15589;Potager 15589;46.471355,5.157529
15590;Potager 15590;45.751607,3.237885
15591;Potager 15591;45.973507,5.12996
15592;Potager 15592;45.394767,4.366374
15593;Potager 15593;45.006631,3.305495
15594;Potager 15594;46.372618,5.837855
15595;Potager 15595;46.001003,5.77013
15596;Potager 15596;46.597904,5.147314
15597;Potager 15597;46.338542,3.986048
15598;Potager 15598;45.445555,5.887893
15599;Potager 15599;45.762163,5.743691
15600;Potager 15600;45.99451,3.756625
15601;Potager 15601;45.621575,3.724846
15602;Potager 15602;45.931473,3.620397
15603;Potager 15603;46.478979,3.91169
15604;Potager 15604;46.218326,5.251769
15605;Potager 15605;45.319446,6.402437
15606;Potager 15606;44.782384,4.120426
15607;Potager 15607;46.703771,6.163989
15608;Potager 15608;45.321142,5.466467
15609;Potager 15609;46.664562,5.499292
15610;Potager 15610;45.208764,6.36659
15611;Potager 15611;44.691728,5.901501
15612;Potager 15612;46.153929,5.129882
15613;Potager 15613;45.609583,5.716241
15614;Potager 15614;45.105862,4.925091
15615;Potager 15615;46.500883,3.469317
15616;Potager 15616;44.814025,6.143936
15617;Potager 15617;44.97255,5.543046
15618;Potager 15618;45.355651,5.575086
15619;Potager 15619;46.569952,4.538056
15620;Potager 15620;45.89534,5.263609
15621;Potager 15621;46.161482,6.640448
15622;Potager 15622;46.083252,5.245559
15623;Potager 15623;46.880074,5.503331
15624;Potager 15624;46.090188,3.259325
15625;Potager 15625;46.722813,4.531751
15626;Potager 15626;46.905137,3.93818
15627;Potager 15627;45.193342,4.310239
15628;Potager 15628;44.607072,5.700892
15629;Potager 15629;44.830552,4.847089
15630;Potager 15630;45.603443,6.714348
15631;Potager 15631;44.721369,5.454289
15632;Potager 15632;44.572776,5.748941
15633;Potager 15633;46.856949,4.399964
15634;Potager 15634;45.132547,5.122093
15635;Potager 15635;44.831329,6.233634
15636;Potager 15636;45.241451,3.847971
15637;Potager 15637;46.243287,4.479278
15638;Potager 15638;46.30083,3.887225
15639;Potager 15639;46.013617,3.391641
15640;Potager 15640;46.256319,4.596712
15641;Potager 15641;46.199916,5.553059
15642;Potager 15642;46.711636,6.172338
15643;Potager 15643;46.681793,5.403707
15644;Potager 15644;44.983051,4.757149
15645;Potager 15645;46.387954,6.312994
15646;Potager 15646;46.445891,5.834749
15647;Potager 15647;44.757991,5.964514
15648;Potager 15648;45.763558,6.238774
15649;Potager 15649;45.96907,6.01157
15650;Potager 15650;45.66247,3.337006
15651;Potager 15651;45.444701,4.62417
15652;Potager 15652;46.73116,3.555936
15653;Potager 15653;46.69899,5.936435
15654;Potager 15654;44.71953,4.512766
15655;Potager 15655;45.021373,4.466809
15656;Potager 15656;46.495474,3.308431
15657;Potager 15657;45.026546,3.315761
15658;Potager 15658;45.110063,3.999096
15659;Potager 15659;47.082037,4.613011
15660;Potager 15660;46.150381,3.466536
15661;Potager 15661;45.444704,6.071068
15662;Potager 15662;44.830294,4.176087
15663;Potager 15663;46.513302,5.831232
15664;Potager 15664;45.127126,4.74219
15665;Potager 15665;45.001082,5.098019
15666;Potager 15666;45.754693,3.216888
15667;Potager 15667;46.845694,5.667606
15668;Potager 15668;45.348399,6.011873
15669;Potager 15669;45.042954,4.873522
15670;Potager 15670;44.558626,4.264785
15671;Potager 15671;46.046096,6.722392
15672;Potager 15672;44.553436,4.10718
15673;Potager 15673;44.850975,3.706645
15674;Potager 15674;45.018416,3.55702
15675;Potager 15675;44.804195,4.31162
15676;Potager 15676;45.817514,5.782558
15677;Potager 15677;45.845946,3.535498
15678;Potager 15678;45.504497,2.971872
15679;Potager 15679;44.980623,5.143014
15680;Potager 15680;45.009451,4.07716
15681;Potager 15681;45.328994,4.902198
15682;Potager 15682;45.789173,3.171498
15683;Potager 15683;46.117664,6.664367
15684;Potager 15684;44.805615,3.797072
15685;Potager 15685;46.357471,5.674832
15686;Potager 15686;45.526541,5.531985
15687;Potager 15687;46.060235,6.476502
15688;Potager 15688;44.947244,4.502702
15689;Potager 15689;45.530211,4.988375
15690;Potager 15690;45.366936,5.578312
15691;Potager 15691;45.33066,6.594515
15692;Potager 15692;44.885773,3.971124
15693;Potager 15693;44.685463,4.082328
15694;Potager 15694;46.293823,3.90657
15695;Potager 15695;45.595396,4.24376
15696;Potager 15696;45.823846,4.810797
15697;Potager 15697;46.464872,5.35818
15698;Potager 15698;45.188832,6.223835
15699;Potager 15699;46.036452,3.503091
15700;Potager 15700;44.839115,4.490017
15701;Potager 15701;45.198336,5.523246
15702;Potager 15702;45.972394,5.405517
15703;Potager 15703;45.686525,5.518927
15704;Potager 15704;45.052188,5.867459
15705;Potager 15705;44.870675,6.210377
15706;Potager 15706;44.652762,4.737528
15707;Potager 15707;46.93691,4.213376
15708;Potager 15708;44.942272,6.348298
15709;Potager 15709;45.287681,3.28155
15710;Potager 15710;44.865931,5.900652
15711;Potager 15711;45.098569,3.961332
15712;Potager 15712;45.034433,5.340565
15713;Potager 15713;46.062952,3.251851
15714;Potager 15714;46.589611,3.707145
15715;Potager 15715;45.426038,6.554206
15716;Potager 15716;46.600599,5.281373
15717;Potager 15717;46.309831,5.736901
15718;Potager 15718;46.93843,4.842388
15719;Potager 15719;46.467026,4.857968
15720;Potager 15720;44.933135,5.987088
15721;Potager 15721;45.429277,5.273913
15722;Potager 15722;45.574488,6.367447
15723;Potager 15723;44.960452,5.761029
15724;Potager 15724;46.094895,4.677606
15725;Potager 15725;45.212321,4.075528
15726;Potager 15726;46.944477,4.560625
15727;Potager 15727;44.854035,6.163448
15728;Potager 15728;46.393225,3.419503
15729;Potager 15729;45.277757,6.587342
15730;Potager 15730;44.97764,6.095143
15731;Potager 15731;46.646886,4.296777
15732;Potager 15732;46.542009,4.51373
15733;Potager 15733;45.833002,5.497951
15734;Potager 15734;46.633428,4.269327
15735;Potager 15735;45.882006,3.921182
15736;Potager 15736;44.87399,4.925903
15737;Potager 15737;45.567751,4.109369
15738;Potager 15738;46.105872,5.417447
15739;Potager 15739;44.931076,5.936289
15740;Potager 15740;46.622119,3.647408
15741;Potager 15741;44.501622,4.861402
15742;Potager 15742;46.12289,3.02996
15743;Potager 15743;45.190882,3.760453
15744;Potager 15744;45.200019,6.486272
15745;Potager 15745;45.134997,5.903812
15746;Potager 15746;46.533415,5.64802
15747;Potager 15747;44.900005,3.977106
15748;Potager 15748;45.046196,4.098546
15749;Potager 15749;46.077426,2.952497
15750;Potager 15750;44.912372,6.196658
15751;Potager 15751;46.471024,5.906168
15752;Potager 15752;44.784754,4.491443
15753;Potager 15753;46.735389,3.880469
15754;Potager 15754;46.716262,5.960491
15755;Potager 15755;45.949813,4.558773
15756;Potager 15756;45.853079,6.619767
15757;Potager 15757;45.445175,6.180618
15758;Potager 15758;44.746653,4.826481
15759;Potager 15759;45.606906,5.018659
15760;Potager 15760;46.679373,4.578647
15761;Potager 15761;45.839946,4.588428
15762;Potager 15762;45.560131,4.464581
15763;Potager 15763;46.96665,4.947102
15764;Potager 15764;46.401579,5.032418
15765;Potager 15765;45.432141,3.734945
15766;Potager 15766;46.136392,4.97003
15767;Potager 15767;45.038046,4.781408
15768;Potager 15768;45.278703,6.223437
15769;Potager 15769;45.446979,5.796672
15770;Potager 15770;45.684013,6.647184
15771;Potager 15771;46.823136,5.601685
15772;Potager 15772;45.688548,5.86183
15773;Potager 15773;44.885748,3.95844
15774;Potager 15774;45.13678,3.903242
15775;Potager 15775;45.965055,3.745885
15776;Potager 15776;46.998695,5.421648
15777;Potager 15777;45.584019,4.64845
15778;Potager 15778;46.165145,3.390626
15779;Potager 15779;46.380691,4.716979
15780;Potager 15780;45.762105,5.59609
15781;Potager 15781;46.539235,4.885288
15782;Potager 15782;45.550239,5.268975
15783;Potager 15783;46.941558,4.293637
15784;Potager 15784;45.423352,6.456121
15785;Potager 15785;45.958241,3.153108
15786;Potager 15786;46.449822,3.302045
15787;Potager 15787;46.266618,4.470243
15788;Potager 15788;46.459606,3.267684
15789;Potager 15789;45.322602,6.30236
15790;Potager 15790;45.446083,6.555767
15791;Potager 15791;46.876493,5.337362
15792;Potager 15792;45.089476,3.413523
15793;Potager 15793;46.767809,4.592065
15794;Potager 15794;46.824472,5.856635
15795;Potager 15795;46.484806,4.912185
15796;Potager 15796;45.746521,5.491678
15797;Potager 15797;45.895181,3.035807
15798;Potager 15798;45.423484,5.9077
15799;Potager 15799;46.007275,4.544522
15800;Potager 15800;44.777516,4.124525
15801;Potager 15801;45.075265,5.446257
15802;Potager 15802;45.499301,6.516845
15803;Potager 15803;46.992298,4.197172
15804;Potager 15804;45.858131,4.416146
15805;Potager 15805;46.308101,5.213743
15806;Potager 15806;45.547918,3.645676
15807;Potager 15807;46.652931,5.901858
15808;Potager 15808;45.834309,3.618392
15809;Potager 15809;45.65641,5.267725
15810;Potager 15810;46.400498,5.512166
15811;Potager 15811;45.269992,3.069302
15812;Potager 15812;44.538657,4.647773
15813;Potager 15813;44.51622,4.9024
15814;Potager 15814;44.946082,3.442363
15815;Potager 15815;46.951155,4.54407
15816;Potager 15816;45.335516,6.508518
15817;Potager 15817;46.355768,5.34631
15818;Potager 15818;46.401097,3.464163
15819;Potager 15819;44.536432,5.438101
15820;Potager 15820;46.754214,4.171177
15821;Potager 15821;45.757792,3.7869
15822;Potager 15822;44.964372,5.437807
15823;Potager 15823;46.780801,5.826248
15824;Potager 15824;45.765024,4.011046
15825;Potager 15825;46.276349,4.92749
15826;Potager 15826;45.486552,4.672455
15827;Potager 15827;44.429585,4.656892
15828;Potager 15828;45.303112,4.847814
15829;Potager 15829;46.807482,4.20224
15830;Potager 15830;44.8381,3.889204
15831;Potager 15831;45.729032,6.121701
15832;Potager 15832;44.845801,4.769664
15833;Potager 15833;45.2757,5.190141
15834;Potager 15834;46.685093,5.946106
15835;Potager 15835;44.943246,5.619677
15836;Potager 15836;45.38491,6.567644
15837;Potager 15837;46.146139,3.420667
15838;Potager 15838;46.262398,3.411746
15839;Potager 15839;46.233778,5.924263
15840;Potager 15840;45.619474,4.820306
15841;Potager 15841;45.685376,4.501488
15842;Potager 15842;46.019281,3.620112
15843;Potager 15843;46.691014,5.702604
